,Insurance,Policy Holders,Premium Amounts,Claim Amounts,Premium Type,Insurance Year,Casualty Year,Casualty Month,Total Vehicles Crashed,Sex,Age
4051,ICICI Lombard General Insurance,2911,37632.0,29306.0,Commercial Insurance Premium,2015,2016,January,6,Female,32
4052,ICICI Lombard General Insurance,2178,21848.0,59579.0,Commercial Insurance Premium,2016,2017,March,1,Female,76
4053,ICICI Lombard General Insurance,1737,35816.0,56257.0,Commercial Insurance Premium,2015,2016,March,7,Male,65
4054,HDFC ERGO General Insurance,3766,24112.0,71614.0,Personal Insurance Premium,2014,2015,December,6,Male,57
4055,HDFC ERGO General Insurance,1634,46089.0,84646.0,Commercial Insurance Premium,2015,2016,January,8,Female,41
4056,TATA AIG General Insurance,1216,26208.0,71316.0,Personal Insurance Premium,2017,2018,December,2,Male,56
4057,HDFC ERGO General Insurance,3099,47632.0,67319.0,Commercial Insurance Premium,2018,2019,July,1,Male,55
4058,The New India Assurance,1419,37201.0,34160.0,Commercial Insurance Premium,2017,2018,March,4,Male,68
4059,The Oriental Insurance Company,4811,39608.0,36059.0,Personal Insurance Premium,2017,2018,August,3,Female,50
4063,HDFC ERGO General Insurance,1707,46982.0,81030.0,Personal Insurance Premium,2018,2019,December,2,Male,61
4064,HDFC ERGO General Insurance,2453,26523.0,97466.0,Commercial Insurance Premium,2016,2017,July,5,Male,59
4066,TATA AIG General Insurance,2866,34366.0,50117.0,Personal Insurance Premium,2014,2015,November,2,Male,49
4068,The New India Assurance,4778,40487.0,75958.0,Personal Insurance Premium,2017,2018,May,6,Female,32
4069,The Oriental Insurance Company,4489,36749.0,60501.0,Commercial Insurance Premium,2017,2018,November,5,Male,32
4071,The New India Assurance,2606,35594.0,95348.0,Personal Insurance Premium,2015,2016,August,6,Male,24
4072,HDFC ERGO General Insurance,2482,44038.0,47887.0,Personal Insurance Premium,2015,2016,June,5,Female,27
4073,ICICI Lombard General Insurance,4314,47981.0,49540.0,Commercial Insurance Premium,2016,2017,March,6,Male,19
4074,The Oriental Insurance Company,1561,41755.0,90223.0,Commercial Insurance Premium,2016,2017,December,8,Female,26
4075,The Oriental Insurance Company,4595,46446.0,78632.0,Personal Insurance Premium,2016,2017,August,8,Male,18
4077,TATA AIG General Insurance,2402,23270.0,54218.0,Personal Insurance Premium,2016,2017,April,4,Female,41
4078,The Oriental Insurance Company,3578,28024.0,66599.0,Commercial Insurance Premium,2018,2019,February,1,Male,19
4079,The Oriental Insurance Company,3055,37126.0,67279.0,Personal Insurance Premium,2014,2015,May,7,Female,68
4080,ICICI Lombard General Insurance,2092,20839.0,46981.0,Commercial Insurance Premium,2018,2019,January,7,Male,63
4081,ICICI Lombard General Insurance,3944,36497.0,78128.0,Commercial Insurance Premium,2014,2015,January,5,Female,42
4082,TATA AIG General Insurance,1570,47706.0,27251.0,Personal Insurance Premium,2014,2015,September,2,Male,68
4083,ICICI Lombard General Insurance,2310,45500.0,36196.0,Personal Insurance Premium,2018,2019,March,8,Female,35
4084,TATA AIG General Insurance,3752,39492.0,58131.0,Commercial Insurance Premium,2018,2019,September,5,Male,26
4085,TATA AIG General Insurance,3451,29119.0,21012.0,Commercial Insurance Premium,2018,2019,February,2,Female,75
4086,TATA AIG General Insurance,2655,23774.0,97202.0,Commercial Insurance Premium,2014,2015,December,1,Female,59
4087,HDFC ERGO General Insurance,1217,49822.0,64133.0,Commercial Insurance Premium,2014,2015,July,9,Male,68
4088,ICICI Lombard General Insurance,1787,36069.0,46601.0,Commercial Insurance Premium,2016,2017,May,3,Male,21
4089,ICICI Lombard General Insurance,3228,36952.0,34895.0,Personal Insurance Premium,2015,2016,January,10,Female,44
4090,HDFC ERGO General Insurance,1690,46545.0,20317.0,Personal Insurance Premium,2016,2017,September,4,Male,36
4091,HDFC ERGO General Insurance,3847,36873.0,29319.0,Commercial Insurance Premium,2017,2018,March,2,Female,73
4093,ICICI Lombard General Insurance,4961,37501.0,24863.0,Commercial Insurance Premium,2018,2019,July,10,Male,31
4094,HDFC ERGO General Insurance,1344,33627.0,60758.0,Commercial Insurance Premium,2016,2017,December,8,Male,19
4096,HDFC ERGO General Insurance,4183,47534.0,82419.0,Personal Insurance Premium,2014,2015,October,8,Female,57
4097,TATA AIG General Insurance,4677,31990.0,98387.0,Commercial Insurance Premium,2018,2019,March,4,Male,66
4098,HDFC ERGO General Insurance,4259,38150.0,62819.0,Personal Insurance Premium,2015,2016,April,2,Male,63
4101,ICICI Lombard General Insurance,4090,30208.0,23715.0,Commercial Insurance Premium,2017,2018,February,6,Male,24
4103,The New India Assurance,4413,38592.0,45633.0,Commercial Insurance Premium,2015,2016,November,7,Female,38
4104,TATA AIG General Insurance,1854,26415.0,29993.0,Personal Insurance Premium,2018,2019,January,4,Male,54
4105,TATA AIG General Insurance,1404,44364.0,39054.0,Personal Insurance Premium,2016,2017,July,5,Male,76
4106,The New India Assurance,2902,39604.0,56414.0,Personal Insurance Premium,2018,2019,October,9,Male,78
4108,TATA AIG General Insurance,2823,32009.0,57205.0,Personal Insurance Premium,2018,2019,August,9,Female,40
4109,HDFC ERGO General Insurance,2117,44067.0,43146.0,Personal Insurance Premium,2015,2016,February,7,Female,50
4110,HDFC ERGO General Insurance,4856,27174.0,42363.0,Personal Insurance Premium,2017,2018,December,10,Female,49
4111,The Oriental Insurance Company,2701,47403.0,78049.0,Commercial Insurance Premium,2016,2017,February,7,Male,34
4112,TATA AIG General Insurance,3106,27117.0,88186.0,Personal Insurance Premium,2016,2017,September,4,Male,75
4113,TATA AIG General Insurance,4944,26431.0,59987.0,Personal Insurance Premium,2018,2019,August,7,Male,48
4115,ICICI Lombard General Insurance,1917,33370.0,65659.0,Commercial Insurance Premium,2018,2019,September,5,Male,65
4116,The New India Assurance,3451,36885.0,34268.0,Personal Insurance Premium,2018,2019,January,1,Female,46
4117,TATA AIG General Insurance,3393,46912.0,31222.0,Personal Insurance Premium,2014,2015,January,2,Male,74
4118,HDFC ERGO General Insurance,2129,40075.0,75466.0,Personal Insurance Premium,2018,2019,April,8,Female,49
4119,HDFC ERGO General Insurance,1819,29461.0,57419.0,Personal Insurance Premium,2017,2018,October,3,Male,26
4122,ICICI Lombard General Insurance,2275,37242.0,64831.0,Personal Insurance Premium,2017,2018,April,5,Female,33
4123,ICICI Lombard General Insurance,2865,33175.0,95446.0,Personal Insurance Premium,2016,2017,August,6,Male,37
4124,The New India Assurance,4451,26590.0,38521.0,Personal Insurance Premium,2015,2016,May,9,Male,52
4125,ICICI Lombard General Insurance,1306,29027.0,64545.0,Commercial Insurance Premium,2016,2017,September,1,Female,66
4126,The New India Assurance,2851,41581.0,53359.0,Commercial Insurance Premium,2014,2015,January,4,Male,74
4127,The New India Assurance,4958,45819.0,31217.0,Personal Insurance Premium,2016,2017,February,5,Male,76
4128,ICICI Lombard General Insurance,3198,22180.0,75749.0,Commercial Insurance Premium,2015,2016,December,1,Female,70
4129,TATA AIG General Insurance,1830,48639.0,45625.0,Personal Insurance Premium,2014,2015,April,7,Male,27
4130,TATA AIG General Insurance,3814,34458.0,85692.0,Commercial Insurance Premium,2015,2016,April,10,Female,69
4132,ICICI Lombard General Insurance,4751,31996.0,55894.0,Commercial Insurance Premium,2014,2015,November,3,Female,40
4134,HDFC ERGO General Insurance,2805,26633.0,90149.0,Personal Insurance Premium,2016,2017,June,10,Female,20
4135,HDFC ERGO General Insurance,1624,35442.0,52471.0,Personal Insurance Premium,2018,2019,June,5,Male,57
4136,The New India Assurance,2932,39135.0,55327.0,Commercial Insurance Premium,2015,2016,December,5,Female,25
4137,TATA AIG General Insurance,2031,38497.0,95973.0,Commercial Insurance Premium,2017,2018,September,5,Male,28
4138,TATA AIG General Insurance,3322,31128.0,32743.0,Personal Insurance Premium,2017,2018,August,3,Male,27
4139,The New India Assurance,3461,22444.0,26677.0,Personal Insurance Premium,2018,2019,June,2,Male,30
4140,The New India Assurance,3419,24256.0,45885.0,Commercial Insurance Premium,2014,2015,May,8,Female,57
4141,TATA AIG General Insurance,1091,41894.0,89039.0,Commercial Insurance Premium,2017,2018,June,3,Female,68
4142,HDFC ERGO General Insurance,1858,34422.0,42956.0,Personal Insurance Premium,2017,2018,June,7,Female,75
4143,HDFC ERGO General Insurance,2030,26621.0,48732.0,Commercial Insurance Premium,2016,2017,January,10,Female,65
4145,The Oriental Insurance Company,1811,34481.0,58039.0,Commercial Insurance Premium,2017,2018,May,9,Female,34
4146,The Oriental Insurance Company,2753,44371.0,56569.0,Commercial Insurance Premium,2015,2016,April,2,Female,61
4147,The New India Assurance,3562,44064.0,92750.0,Personal Insurance Premium,2017,2018,November,8,Female,28
4148,The New India Assurance,4268,48792.0,20747.0,Commercial Insurance Premium,2018,2019,December,5,Male,29
4149,HDFC ERGO General Insurance,4761,29030.0,86837.0,Commercial Insurance Premium,2018,2019,March,5,Female,62
4151,HDFC ERGO General Insurance,2331,24746.0,45325.0,Personal Insurance Premium,2016,2017,April,3,Male,33
4152,The New India Assurance,2521,46902.0,55621.0,Personal Insurance Premium,2014,2015,October,5,Female,57
4153,ICICI Lombard General Insurance,3012,26801.0,92182.0,Personal Insurance Premium,2016,2017,May,1,Female,26
4154,The New India Assurance,4692,40754.0,20829.0,Personal Insurance Premium,2014,2015,April,7,Female,62
4155,ICICI Lombard General Insurance,3386,30057.0,50850.0,Personal Insurance Premium,2016,2017,March,2,Male,70
4156,ICICI Lombard General Insurance,3584,38756.0,95838.0,Commercial Insurance Premium,2015,2016,August,8,Male,53
4157,TATA AIG General Insurance,4532,27920.0,35522.0,Commercial Insurance Premium,2014,2015,April,3,Male,68
4158,TATA AIG General Insurance,1206,25477.0,73496.0,Commercial Insurance Premium,2014,2015,November,1,Male,27
4159,The Oriental Insurance Company,4582,20497.0,22107.0,Personal Insurance Premium,2015,2016,October,4,Male,60
4161,HDFC ERGO General Insurance,1121,34014.0,49597.0,Personal Insurance Premium,2018,2019,February,8,Male,32
4162,HDFC ERGO General Insurance,2739,30453.0,83565.0,Personal Insurance Premium,2017,2018,September,8,Female,71
4163,The New India Assurance,3936,21496.0,32127.0,Personal Insurance Premium,2018,2019,September,4,Female,50
4164,The Oriental Insurance Company,3737,47500.0,82145.0,Commercial Insurance Premium,2016,2017,July,3,Male,69
4165,The Oriental Insurance Company,4896,49327.0,89380.0,Commercial Insurance Premium,2015,2016,November,8,Male,22
4166,HDFC ERGO General Insurance,4760,34244.0,66919.0,Personal Insurance Premium,2016,2017,March,8,Male,34
4167,TATA AIG General Insurance,4016,22848.0,21171.0,Commercial Insurance Premium,2014,2015,August,9,Female,39
4169,TATA AIG General Insurance,4707,46504.0,30736.0,Commercial Insurance Premium,2014,2015,December,5,Male,66
4170,TATA AIG General Insurance,2592,35153.0,58871.0,Commercial Insurance Premium,2017,2018,August,7,Female,27
4171,TATA AIG General Insurance,2784,26995.0,71733.0,Commercial Insurance Premium,2015,2016,August,7,Female,78
4172,TATA AIG General Insurance,3986,23824.0,96302.0,Personal Insurance Premium,2014,2015,April,10,Male,32
4174,TATA AIG General Insurance,3003,24870.0,64883.0,Commercial Insurance Premium,2018,2019,January,6,Female,18
4175,TATA AIG General Insurance,3919,25547.0,31649.0,Commercial Insurance Premium,2017,2018,October,7,Male,63
4176,HDFC ERGO General Insurance,1108,23599.0,88831.0,Personal Insurance Premium,2014,2015,September,2,Female,39
4177,The New India Assurance,4163,44888.0,38141.0,Commercial Insurance Premium,2014,2015,August,10,Male,69
4178,HDFC ERGO General Insurance,3981,24323.0,81127.0,Personal Insurance Premium,2016,2017,June,4,Male,54
4179,HDFC ERGO General Insurance,2740,40109.0,88750.0,Personal Insurance Premium,2014,2015,May,3,Female,27
4180,The Oriental Insurance Company,3495,37385.0,94637.0,Commercial Insurance Premium,2017,2018,September,7,Female,58
4182,The Oriental Insurance Company,4387,37522.0,62626.0,Personal Insurance Premium,2014,2015,May,1,Male,74
4184,ICICI Lombard General Insurance,2691,21063.0,82487.0,Personal Insurance Premium,2017,2018,August,6,Female,18
4185,The Oriental Insurance Company,4985,48178.0,96134.0,Commercial Insurance Premium,2014,2015,September,8,Female,35
4186,The New India Assurance,1235,29172.0,88945.0,Personal Insurance Premium,2016,2017,October,1,Male,20
4187,The New India Assurance,2722,46982.0,39332.0,Personal Insurance Premium,2014,2015,December,6,Female,33
4189,The Oriental Insurance Company,1300,32926.0,92441.0,Personal Insurance Premium,2014,2015,May,3,Male,31
4191,ICICI Lombard General Insurance,1814,28984.0,90088.0,Commercial Insurance Premium,2017,2018,April,6,Female,19
4192,HDFC ERGO General Insurance,2750,45340.0,69745.0,Personal Insurance Premium,2017,2018,April,3,Female,64
4193,HDFC ERGO General Insurance,2876,31850.0,30806.0,Commercial Insurance Premium,2016,2017,May,9,Male,41
4194,HDFC ERGO General Insurance,3848,30603.0,35195.0,Commercial Insurance Premium,2017,2018,March,2,Male,26
4195,The New India Assurance,3135,22349.0,82084.0,Commercial Insurance Premium,2018,2019,April,6,Male,42
4196,HDFC ERGO General Insurance,3436,43420.0,30314.0,Personal Insurance Premium,2018,2019,August,10,Male,50
4197,TATA AIG General Insurance,3915,43684.0,38810.0,Commercial Insurance Premium,2018,2019,August,3,Male,49
4199,HDFC ERGO General Insurance,4807,30879.0,96192.0,Commercial Insurance Premium,2014,2015,February,7,Male,32
4200,The Oriental Insurance Company,3899,25083.0,70191.0,Personal Insurance Premium,2016,2017,March,3,Male,62
4201,The New India Assurance,2505,35865.0,27971.0,Commercial Insurance Premium,2014,2015,January,3,Male,49
4202,The New India Assurance,3256,27997.0,53414.0,Personal Insurance Premium,2015,2016,June,10,Female,63
4203,TATA AIG General Insurance,2866,43541.0,65544.0,Personal Insurance Premium,2015,2016,July,7,Female,58
4204,The Oriental Insurance Company,2205,21051.0,24722.0,Commercial Insurance Premium,2015,2016,September,8,Female,62
4205,TATA AIG General Insurance,1194,34710.0,33879.0,Personal Insurance Premium,2014,2015,July,3,Female,44
4206,The Oriental Insurance Company,1046,36973.0,63214.0,Commercial Insurance Premium,2017,2018,March,5,Male,79
4209,HDFC ERGO General Insurance,3723,29898.0,98360.0,Commercial Insurance Premium,2015,2016,September,9,Male,57
4211,HDFC ERGO General Insurance,2197,25589.0,75637.0,Personal Insurance Premium,2016,2017,October,2,Male,39
4212,The New India Assurance,4953,29379.0,63579.0,Personal Insurance Premium,2014,2015,February,3,Male,22
4213,ICICI Lombard General Insurance,4198,28769.0,29242.0,Commercial Insurance Premium,2017,2018,December,2,Male,60
4214,ICICI Lombard General Insurance,4859,32029.0,27115.0,Commercial Insurance Premium,2015,2016,February,4,Female,18
4215,ICICI Lombard General Insurance,1307,28286.0,68855.0,Personal Insurance Premium,2015,2016,November,10,Male,36
4216,The New India Assurance,2516,30343.0,77786.0,Commercial Insurance Premium,2018,2019,July,4,Female,46
4217,TATA AIG General Insurance,1064,28867.0,88307.0,Commercial Insurance Premium,2018,2019,March,5,Female,71
4219,HDFC ERGO General Insurance,3379,31153.0,50023.0,Personal Insurance Premium,2016,2017,February,9,Male,56
4220,The Oriental Insurance Company,1103,32707.0,23351.0,Commercial Insurance Premium,2015,2016,March,9,Female,62
4221,TATA AIG General Insurance,2219,39226.0,76185.0,Personal Insurance Premium,2015,2016,May,1,Male,79
4223,The Oriental Insurance Company,4036,27485.0,24856.0,Personal Insurance Premium,2017,2018,March,8,Male,45
4224,TATA AIG General Insurance,1875,32975.0,94769.0,Commercial Insurance Premium,2018,2019,February,5,Female,23
4227,ICICI Lombard General Insurance,1479,48256.0,86837.0,Personal Insurance Premium,2017,2018,October,5,Female,76
4228,The New India Assurance,1175,23571.0,88938.0,Personal Insurance Premium,2014,2015,March,2,Male,71
4229,The Oriental Insurance Company,2174,35665.0,28558.0,Personal Insurance Premium,2018,2019,February,6,Male,22
4230,The New India Assurance,3817,20861.0,74973.0,Personal Insurance Premium,2015,2016,March,5,Female,67
4232,TATA AIG General Insurance,1917,20006.0,92069.0,Personal Insurance Premium,2016,2017,August,5,Male,43
4233,TATA AIG General Insurance,4933,37654.0,23163.0,Personal Insurance Premium,2017,2018,September,7,Female,44
4234,The Oriental Insurance Company,4262,44270.0,29466.0,Personal Insurance Premium,2017,2018,December,7,Male,78
4235,ICICI Lombard General Insurance,1502,27749.0,76552.0,Personal Insurance Premium,2017,2018,February,1,Male,66
